600483	Spiti Trader - Voucher	spiti-trader-voucher		inactive		always	2020-04-27T01:44:30.000-03:00	2020-04-27T01:59:46.000-03:00	{'id': 12492110, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-27T01:44:30.000-03:00'}	{}
600629	Spiti Trader - 10% de desconto	spiti-trader-10-de-desconto		active		always	2020-04-27T12:31:53.000-03:00	2020-04-27T12:31:54.000-03:00	{'id': 12499103, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-27T12:31:54.000-03:00'}	{}
600928	Spiti Trader - Assinantes 20%	spiti-trader-assinantes-20		active		always	2020-04-27T18:54:53.000-03:00	2020-04-27T18:54:53.000-03:00	{'id': 12506028, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-27T18:54:53.000-03:00'}	{}
600929	Spiti Trader - Assinantes 15%	spiti-trader-assinantes-15		active		always	2020-04-27T18:55:56.000-03:00	2020-04-27T18:55:56.000-03:00	{'id': 12506045, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-27T18:55:56.000-03:00'}	{}
600930	Spiti Trader - Assinantes 10%	spiti-trader-assinantes-10		active		always	2020-04-27T18:56:35.000-03:00	2020-04-27T18:56:35.000-03:00	{'id': 12506049, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-27T18:56:35.000-03:00'}	{}
601208	Spiti Trader - Exceção	spiti-trader-excecao		active		always	2020-04-28T13:33:57.000-03:00	2020-04-28T13:33:57.000-03:00	{'id': 12513966, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-28T13:33:57.000-03:00'}	{}
601293	Spiti Trader - ExceçãoII	spiti-trader-excecaoii		active		always	2020-04-28T15:15:01.000-03:00	2020-04-28T15:15:01.000-03:00	{'id': 12515419, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-04-28T15:15:01.000-03:00'}	{}
602626	Spiti Trader	spiti-trader		active		always	2020-05-01T00:27:35.000-03:00	2020-05-01T00:27:35.000-03:00	{'id': 12549890, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-05-01T00:27:35.000-03:00'}	{}
603208	Alpha Premium - Exclusivo	alpha-premium-exclusivo		active		always	2020-05-04T11:32:13.000-03:00	2020-05-04T11:32:13.000-03:00	{'id': 12587105, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-05-04T11:32:13.000-03:00'}	{}
603962	O Melhor da Renda Fixa - Oferta Relampago	o-melhor-da-renda-fixa-oferta-relampago		active		always	2020-05-05T10:44:49.000-03:00	2020-05-05T10:44:49.000-03:00	{'id': 12599524, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-05-05T10:44:49.000-03:00'}	{}
605220	O Melhor da Renda Fixa - Oferta Relâmpago - anual	o-melhor-da-renda-fixa-oferta-relampago-anual		active		always	2020-05-06T20:43:08.000-03:00	2020-05-06T20:43:08.000-03:00	{'id': 12619431, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-05-06T20:43:08.000-03:00'}	{}
612091	A Seleção de Fundos + Curso inédito sobre fundos com Luciana Seabra	a-selecao-de-fundos-curso-inedito-sobre-fundos-com-luciana-seabra		active		always	2020-05-20T14:28:48.000-03:00	2020-05-20T14:28:48.000-03:00	{'id': 12800339, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-05-20T14:28:48.000-03:00'}	{}
617674	Teste plano recorrência diária	teste-plano-recorrencia-diaria		active		always	2020-06-02T11:13:26.000-03:00	2020-06-02T11:13:26.000-03:00	{'id': 12966906, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-06-02T11:13:26.000-03:00'}	{}
630300	Teste plano recorrência diária anual	teste-plano-recorrencia-diaria-anual		active		always	2020-06-26T15:08:13.000-03:00	2020-06-26T15:08:13.000-03:00	{'id': 13271228, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-06-26T15:08:13.000-03:00'}	{}
630717	Small caps, as pequenas gigantes da Bolsa - Anual	small-caps-as-pequenas-gigantes-da-bolsa-anual		active		always	2020-06-27T20:59:29.000-03:00	2020-06-27T21:17:03.000-03:00	{'id': 13286334, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-06-27T20:59:29.000-03:00'}	{}
630724	Small caps, as pequenas gigantes da Bolsa	small-caps-as-pequenas-gigantes-da-bolsa		active		always	2020-06-27T21:17:55.000-03:00	2020-06-27T21:36:19.000-03:00	{'id': 13286614, 'short_format': 'R$ 0,00', 'price': '0.0', 'minimum_price': None, 'schema_type': 'flat', 'pricing_ranges': [], 'created_at': '2020-06-27T21:17:55.000-03:00'}	{}
